qid,country,wave,q101CLEAN,q102CLEAN,q709CLEAN,a1,rID
28,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2498
29,Palestine,3,very good,much better,oppose,Gaza,2499
30,Palestine,3,very bad,somewhat worse,accept,Gaza,2500
31,Palestine,3,bad,somewhat better,oppose,Gaza,2501
32,Palestine,3,good,much better,oppose,Gaza,2502
33,Palestine,3,bad,somewhat better,oppose,Gaza,2503
34,Palestine,3,bad,somewhat better,oppose,Gaza,2504
35,Palestine,3,good,much better,oppose,Gaza,2505
36,Palestine,3,very good,much better,oppose,Gaza,2506
37,Palestine,3,good,much better,oppose,Gaza,2507
38,Palestine,3,very good,much better,oppose,Gaza,2508
39,Palestine,3,bad,somewhat better,oppose,Gaza,2509
40,Palestine,3,very good,much better,oppose,Gaza,2510
41,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2511
42,Palestine,3,bad,somewhat better,oppose,Gaza,2512
43,Palestine,3,very bad,much worse,NA,Gaza,2513
44,Palestine,3,good,somewhat better,oppose,Gaza,2514
45,Palestine,3,good,somewhat better,oppose,Gaza,2515
46,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2516
47,Palestine,3,good,somewhat better,oppose,Gaza,2517
48,Palestine,3,very bad,much worse,NA,Gaza,2518
49,Palestine,3,bad,somewhat better,oppose,Gaza,2519
50,Palestine,3,bad,somewhat worse,oppose,Gaza,2520
51,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2521
52,Palestine,3,good,somewhat better,oppose,Gaza,2522
53,Palestine,3,good,somewhat better,accept,Gaza,2523
54,Palestine,3,good,somewhat better,oppose,Gaza,2524
55,Palestine,3,bad,much worse,oppose,Gaza,2525
56,Palestine,3,good,somewhat worse,oppose,Gaza,2526
57,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2527
58,Palestine,3,good,somewhat better,oppose,Gaza,2528
59,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2529
60,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2530
61,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2531
62,Palestine,3,good,somewhat better,oppose,Gaza,2532
63,Palestine,3,good,somewhat better,accept,Gaza,2533
64,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2534
65,Palestine,3,good,somewhat better,accept,Gaza,2535
66,Palestine,3,good,somewhat better,oppose,Gaza,2536
67,Palestine,3,very good,somewhat better,oppose,Gaza,2537
68,Palestine,3,good,much better,oppose,Gaza,2538
69,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2539
70,Palestine,3,good,almost the same as the current situation,accept,Gaza,2540
71,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2541
72,Palestine,3,bad,somewhat worse,accept,Gaza,2542
73,Palestine,3,good,somewhat better,oppose,Gaza,2543
74,Palestine,3,good,somewhat better,oppose,Gaza,2544
75,Palestine,3,very bad,much worse,oppose,Gaza,2545
76,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2546
77,Palestine,3,bad,much worse,accept,Gaza,2547
78,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2548
79,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2549
80,Palestine,3,good,almost the same as the current situation,accept,Gaza,2550
81,Palestine,3,very bad,much better,oppose,Gaza,2551
82,Palestine,3,very bad,somewhat worse,oppose,Gaza,2552
83,Palestine,3,very bad,much worse,oppose,Gaza,2553
84,Palestine,3,very bad,much worse,oppose,Gaza,2554
85,Palestine,3,very bad,somewhat better,oppose,Gaza,2555
86,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2556
87,Palestine,3,very bad,somewhat better,oppose,Gaza,2557
88,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2558
89,Palestine,3,bad,somewhat better,oppose,Gaza,2559
90,Palestine,3,very bad,somewhat better,oppose,Gaza,2560
91,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2561
92,Palestine,3,good,somewhat better,oppose,Gaza,2562
93,Palestine,3,good,somewhat better,accept,Gaza,2563
94,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2564
95,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2565
96,Palestine,3,good,much better,accept,Gaza,2566
97,Palestine,3,good,almost the same as the current situation,accept,Gaza,2567
98,Palestine,3,good,somewhat better,oppose,Gaza,2568
99,Palestine,3,very good,much better,oppose,Gaza,2569
100,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2570
101,Palestine,3,bad,much worse,oppose,Gaza,2571
102,Palestine,3,very bad,somewhat better,oppose,Gaza,2572
103,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2573
104,Palestine,3,good,somewhat better,oppose,Gaza,2574
105,Palestine,3,bad,almost the same as the current situation,NA,Gaza,2575
106,Palestine,3,very good,somewhat better,oppose,Gaza,2576
107,Palestine,3,very bad,much worse,oppose,Gaza,2577
108,Palestine,3,very good,much better,oppose,Gaza,2578
109,Palestine,3,bad,somewhat worse,oppose,Gaza,2579
110,Palestine,3,good,somewhat better,accept,Gaza,2580
111,Palestine,3,bad,somewhat better,oppose,Gaza,2581
112,Palestine,3,good,somewhat better,oppose,Gaza,2582
113,Palestine,3,good,much better,oppose,Gaza,2583
114,Palestine,3,very good,much better,oppose,Gaza,2584
115,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2585
116,Palestine,3,good,somewhat better,oppose,Gaza,2586
117,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2587
118,Palestine,3,good,much better,oppose,Gaza,2588
119,Palestine,3,very good,much better,accept,Gaza,2589
120,Palestine,3,bad,somewhat better,oppose,Gaza,2590
121,Palestine,3,very good,much better,oppose,Gaza,2591
122,Palestine,3,good,much better,oppose,Gaza,2592
123,Palestine,3,very good,much better,oppose,Gaza,2593
124,Palestine,3,good,somewhat better,oppose,Gaza,2594
125,Palestine,3,bad,NA,oppose,Gaza,2595
126,Palestine,3,good,somewhat better,oppose,Gaza,2596
127,Palestine,3,good,somewhat better,oppose,Gaza,2597
128,Palestine,3,good,much better,oppose,Gaza,2598
129,Palestine,3,very good,much better,oppose,Gaza,2599
130,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2600
131,Palestine,3,bad,somewhat better,oppose,Gaza,2601
132,Palestine,3,good,much better,oppose,Gaza,2602
133,Palestine,3,bad,much better,oppose,Gaza,2603
134,Palestine,3,good,much better,oppose,Gaza,2604
135,Palestine,3,bad,somewhat better,oppose,Gaza,2605
136,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2606
137,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2607
138,Palestine,3,bad,much better,oppose,Gaza,2608
139,Palestine,3,bad,somewhat better,oppose,Gaza,2609
140,Palestine,3,bad,much better,oppose,Gaza,2610
141,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2611
142,Palestine,3,good,somewhat better,oppose,Gaza,2612
143,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2613
144,Palestine,3,good,much better,oppose,Gaza,2614
145,Palestine,3,bad,somewhat better,oppose,Gaza,2615
146,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2616
147,Palestine,3,bad,much worse,accept,Gaza,2617
148,Palestine,3,bad,much worse,oppose,Gaza,2618
149,Palestine,3,very bad,much better,oppose,Gaza,2619
150,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2620
151,Palestine,3,good,much better,oppose,Gaza,2621
152,Palestine,3,bad,somewhat better,oppose,Gaza,2622
153,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2623
154,Palestine,3,good,somewhat better,accept,Gaza,2624
155,Palestine,3,good,almost the same as the current situation,accept,Gaza,2625
156,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2626
157,Palestine,3,bad,somewhat better,accept,Gaza,2627
158,Palestine,3,bad,somewhat better,oppose,Gaza,2628
159,Palestine,3,bad,somewhat better,accept,Gaza,2629
160,Palestine,3,bad,somewhat better,oppose,Gaza,2630
161,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2631
162,Palestine,3,good,somewhat better,accept,Gaza,2632
163,Palestine,3,good,somewhat better,NA,Gaza,2633
164,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2634
165,Palestine,3,good,somewhat better,NA,Gaza,2635
166,Palestine,3,good,somewhat better,accept,Gaza,2636
167,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2637
168,Palestine,3,good,much better,oppose,Gaza,2638
169,Palestine,3,good,somewhat better,accept,Gaza,2639
170,Palestine,3,good,somewhat better,oppose,Gaza,2640
171,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2641
172,Palestine,3,good,much better,accept,Gaza,2642
173,Palestine,3,good,somewhat better,oppose,Gaza,2643
174,Palestine,3,good,somewhat better,accept,Gaza,2644
175,Palestine,3,good,much better,accept,Gaza,2645
176,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2646
177,Palestine,3,good,somewhat better,accept,Gaza,2647
178,Palestine,3,good,somewhat better,accept,Gaza,2648
179,Palestine,3,good,much better,accept,Gaza,2649
180,Palestine,3,good,much better,accept,Gaza,2650
181,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2651
182,Palestine,3,bad,somewhat better,oppose,Gaza,2652
183,Palestine,3,bad,much worse,oppose,Gaza,2653
184,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2654
185,Palestine,3,good,somewhat better,oppose,Gaza,2655
186,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2656
187,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2657
188,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2658
189,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2659
190,Palestine,3,good,NA,NA,Gaza,2660
191,Palestine,3,good,somewhat better,oppose,Gaza,2661
192,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2662
193,Palestine,3,good,somewhat better,oppose,Gaza,2663
194,Palestine,3,good,somewhat better,oppose,Gaza,2664
195,Palestine,3,bad,somewhat worse,oppose,Gaza,2665
196,Palestine,3,good,somewhat worse,oppose,Gaza,2666
197,Palestine,3,good,somewhat better,oppose,Gaza,2667
198,Palestine,3,bad,somewhat better,oppose,Gaza,2668
199,Palestine,3,bad,almost the same as the current situation,oppose,Gaza,2669
200,Palestine,3,very good,much better,oppose,Gaza,2670
201,Palestine,3,very good,somewhat better,oppose,Gaza,2671
202,Palestine,3,very good,much better,oppose,Gaza,2672
203,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2673
204,Palestine,3,bad,somewhat worse,oppose,Gaza,2674
205,Palestine,3,very bad,almost the same as the current situation,oppose,Gaza,2675
206,Palestine,3,bad,almost the same as the current situation,accept,Gaza,2676
207,Palestine,3,good,somewhat better,oppose,Gaza,2677
208,Palestine,3,good,somewhat better,accept,Gaza,2678
209,Palestine,3,good,almost the same as the current situation,oppose,Gaza,2679
210,Palestine,3,good,somewhat better,oppose,Gaza,2680
211,Palestine,3,bad,somewhat worse,oppose,West Bank,2681
212,Palestine,3,bad,somewhat worse,oppose,West Bank,2682
213,Palestine,3,bad,somewhat worse,accept,West Bank,2683
214,Palestine,3,good,almost the same as the current situation,NA,West Bank,2684
215,Palestine,3,bad,almost the same as the current situation,NA,West Bank,2685
216,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2686
217,Palestine,3,bad,somewhat worse,oppose,West Bank,2687
218,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2688
219,Palestine,3,very bad,almost the same as the current situation,accept,West Bank,2689
220,Palestine,3,good,somewhat better,accept,West Bank,2690
221,Palestine,3,bad,somewhat better,oppose,West Bank,2691
222,Palestine,3,bad,somewhat worse,accept,West Bank,2692
223,Palestine,3,good,somewhat better,accept,West Bank,2693
224,Palestine,3,bad,somewhat worse,accept,West Bank,2694
225,Palestine,3,very bad,much better,oppose,West Bank,2695
226,Palestine,3,very bad,somewhat better,oppose,West Bank,2696
227,Palestine,3,good,somewhat better,accept,West Bank,2697
228,Palestine,3,bad,somewhat better,oppose,West Bank,2698
229,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2699
230,Palestine,3,bad,NA,oppose,West Bank,2700
231,Palestine,3,very bad,much worse,NA,West Bank,2701
232,Palestine,3,good,somewhat worse,accept,West Bank,2702
233,Palestine,3,bad,somewhat worse,oppose,West Bank,2703
234,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2704
235,Palestine,3,bad,somewhat better,oppose,West Bank,2705
236,Palestine,3,very bad,much worse,accept,West Bank,2706
237,Palestine,3,very bad,somewhat better,accept,West Bank,2707
238,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2708
239,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2709
240,Palestine,3,very bad,somewhat better,accept,West Bank,2710
241,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2711
242,Palestine,3,very bad,somewhat better,oppose,West Bank,2712
243,Palestine,3,very bad,somewhat better,accept,West Bank,2713
244,Palestine,3,bad,somewhat better,oppose,West Bank,2714
245,Palestine,3,good,NA,oppose,West Bank,2715
246,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2716
247,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2717
248,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2718
249,Palestine,3,bad,somewhat better,oppose,West Bank,2719
250,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2720
251,Palestine,3,good,somewhat worse,oppose,West Bank,2721
252,Palestine,3,bad,almost the same as the current situation,accept,West Bank,2722
253,Palestine,3,bad,much worse,oppose,West Bank,2723
254,Palestine,3,bad,somewhat worse,oppose,West Bank,2724
255,Palestine,3,good,somewhat better,oppose,West Bank,2725
256,Palestine,3,bad,much better,oppose,West Bank,2726
257,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2727
258,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2728
259,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2729
260,Palestine,3,bad,somewhat better,oppose,West Bank,2730
261,Palestine,3,very bad,much worse,oppose,West Bank,2731
262,Palestine,3,very bad,much worse,oppose,West Bank,2732
263,Palestine,3,bad,much worse,oppose,West Bank,2733
264,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2734
265,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2735
266,Palestine,3,bad,somewhat better,oppose,West Bank,2736
267,Palestine,3,bad,NA,oppose,West Bank,2737
268,Palestine,3,bad,somewhat better,oppose,West Bank,2738
269,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2739
270,Palestine,3,bad,NA,accept,West Bank,2740
271,Palestine,3,very bad,somewhat better,oppose,West Bank,2741
272,Palestine,3,bad,somewhat better,oppose,West Bank,2742
273,Palestine,3,very bad,much worse,accept,West Bank,2743
274,Palestine,3,very bad,somewhat worse,oppose,West Bank,2744
275,Palestine,3,bad,somewhat worse,accept,West Bank,2745
276,Palestine,3,bad,somewhat worse,oppose,West Bank,2746
277,Palestine,3,very bad,much worse,oppose,West Bank,2747
278,Palestine,3,very bad,somewhat worse,oppose,West Bank,2748
279,Palestine,3,very bad,much worse,oppose,West Bank,2749
280,Palestine,3,bad,somewhat better,oppose,West Bank,2750
281,Palestine,3,bad,somewhat worse,oppose,West Bank,2751
282,Palestine,3,bad,almost the same as the current situation,accept,West Bank,2752
283,Palestine,3,good,somewhat better,oppose,West Bank,2753
284,Palestine,3,bad,somewhat better,NA,West Bank,2754
285,Palestine,3,bad,somewhat better,oppose,West Bank,2755
286,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2756
287,Palestine,3,bad,much worse,oppose,West Bank,2757
288,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2758
289,Palestine,3,very bad,much worse,oppose,West Bank,2759
290,Palestine,3,good,somewhat worse,oppose,West Bank,2760
291,Palestine,3,very bad,somewhat better,accept,West Bank,2761
292,Palestine,3,bad,much worse,oppose,West Bank,2762
293,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2763
294,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2764
295,Palestine,3,good,much worse,oppose,West Bank,2765
296,Palestine,3,good,somewhat worse,NA,West Bank,2766
297,Palestine,3,bad,much worse,oppose,West Bank,2767
298,Palestine,3,bad,NA,oppose,West Bank,2768
299,Palestine,3,bad,somewhat worse,oppose,West Bank,2769
300,Palestine,3,very bad,somewhat worse,oppose,West Bank,2770
301,Palestine,3,bad,somewhat better,accept,West Bank,2771
302,Palestine,3,good,much worse,oppose,West Bank,2772
303,Palestine,3,good,somewhat worse,accept,West Bank,2773
304,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2774
305,Palestine,3,bad,somewhat better,oppose,West Bank,2775
306,Palestine,3,good,somewhat worse,oppose,West Bank,2776
307,Palestine,3,good,somewhat better,oppose,West Bank,2777
308,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2778
309,Palestine,3,good,somewhat worse,oppose,West Bank,2779
310,Palestine,3,bad,somewhat worse,oppose,West Bank,2780
311,Palestine,3,good,much worse,accept,West Bank,2781
312,Palestine,3,good,much worse,accept,West Bank,2782
313,Palestine,3,very bad,much worse,oppose,West Bank,2783
314,Palestine,3,good,almost the same as the current situation,accept,West Bank,2784
315,Palestine,3,very bad,somewhat better,accept,West Bank,2785
316,Palestine,3,bad,somewhat worse,oppose,West Bank,2786
317,Palestine,3,good,somewhat better,oppose,West Bank,2787
318,Palestine,3,bad,somewhat better,oppose,West Bank,2788
319,Palestine,3,very bad,almost the same as the current situation,accept,West Bank,2789
320,Palestine,3,bad,somewhat better,oppose,West Bank,2790
321,Palestine,3,very good,much better,oppose,West Bank,2791
322,Palestine,3,very bad,much worse,oppose,West Bank,2792
323,Palestine,3,bad,somewhat better,oppose,West Bank,2793
324,Palestine,3,very bad,much worse,oppose,West Bank,2794
325,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2795
326,Palestine,3,good,much worse,oppose,West Bank,2796
327,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2797
328,Palestine,3,very bad,somewhat worse,oppose,West Bank,2798
329,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2799
330,Palestine,3,bad,somewhat worse,oppose,West Bank,2800
331,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2801
332,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2802
333,Palestine,3,very bad,somewhat worse,oppose,West Bank,2803
334,Palestine,3,bad,somewhat worse,oppose,West Bank,2804
335,Palestine,3,very bad,NA,oppose,West Bank,2805
336,Palestine,3,bad,somewhat worse,oppose,West Bank,2806
337,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2807
338,Palestine,3,bad,somewhat better,oppose,West Bank,2808
339,Palestine,3,very bad,somewhat worse,oppose,West Bank,2809
340,Palestine,3,very good,somewhat better,oppose,West Bank,2810
341,Palestine,3,very bad,much worse,accept,West Bank,2811
342,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2812
343,Palestine,3,very bad,somewhat better,oppose,West Bank,2813
344,Palestine,3,bad,somewhat better,oppose,West Bank,2814
345,Palestine,3,bad,somewhat worse,oppose,West Bank,2815
346,Palestine,3,bad,somewhat better,accept,West Bank,2816
347,Palestine,3,bad,much worse,oppose,West Bank,2817
348,Palestine,3,bad,somewhat worse,accept,West Bank,2818
349,Palestine,3,bad,somewhat better,accept,West Bank,2819
350,Palestine,3,very bad,much worse,accept,West Bank,2820
351,Palestine,3,bad,somewhat worse,accept,West Bank,2821
352,Palestine,3,very bad,somewhat better,oppose,West Bank,2822
353,Palestine,3,bad,somewhat worse,oppose,West Bank,2823
354,Palestine,3,bad,somewhat worse,oppose,West Bank,2824
355,Palestine,3,bad,somewhat worse,oppose,West Bank,2825
356,Palestine,3,good,somewhat better,oppose,West Bank,2826
357,Palestine,3,good,much worse,accept,West Bank,2827
358,Palestine,3,very bad,almost the same as the current situation,accept,West Bank,2828
359,Palestine,3,very bad,much worse,oppose,West Bank,2829
360,Palestine,3,very bad,NA,oppose,West Bank,2830
361,Palestine,3,bad,somewhat better,oppose,West Bank,2831
362,Palestine,3,very bad,much worse,oppose,West Bank,2832
363,Palestine,3,good,somewhat worse,oppose,West Bank,2833
364,Palestine,3,very bad,somewhat better,oppose,West Bank,2834
365,Palestine,3,bad,somewhat worse,oppose,West Bank,2835
366,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2836
367,Palestine,3,bad,somewhat worse,accept,West Bank,2837
368,Palestine,3,bad,somewhat worse,oppose,West Bank,2838
369,Palestine,3,good,somewhat better,oppose,West Bank,2839
370,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2840
371,Palestine,3,good,much worse,oppose,West Bank,2841
372,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2842
373,Palestine,3,good,somewhat better,oppose,West Bank,2843
374,Palestine,3,good,somewhat worse,oppose,West Bank,2844
375,Palestine,3,very bad,somewhat worse,oppose,West Bank,2845
376,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2846
377,Palestine,3,very bad,somewhat worse,oppose,West Bank,2847
378,Palestine,3,good,almost the same as the current situation,accept,West Bank,2848
379,Palestine,3,very bad,somewhat worse,oppose,West Bank,2849
380,Palestine,3,good,almost the same as the current situation,accept,West Bank,2850
381,Palestine,3,very bad,much worse,oppose,West Bank,2851
382,Palestine,3,bad,somewhat worse,accept,West Bank,2852
383,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2853
384,Palestine,3,bad,somewhat worse,oppose,West Bank,2854
385,Palestine,3,bad,much worse,NA,West Bank,2855
386,Palestine,3,bad,almost the same as the current situation,accept,West Bank,2856
387,Palestine,3,good,much worse,accept,West Bank,2857
388,Palestine,3,good,much worse,oppose,West Bank,2858
389,Palestine,3,very bad,much worse,accept,West Bank,2859
390,Palestine,3,good,somewhat worse,oppose,West Bank,2860
391,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2861
392,Palestine,3,very bad,much worse,accept,West Bank,2862
393,Palestine,3,good,somewhat better,oppose,West Bank,2863
394,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2864
395,Palestine,3,very bad,much better,oppose,West Bank,2865
396,Palestine,3,good,somewhat worse,oppose,West Bank,2866
397,Palestine,3,very bad,NA,oppose,West Bank,2867
398,Palestine,3,very bad,much worse,oppose,West Bank,2868
399,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2869
400,Palestine,3,bad,much worse,oppose,West Bank,2870
401,Palestine,3,very bad,much worse,oppose,West Bank,2871
402,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2872
403,Palestine,3,very bad,much better,oppose,West Bank,2873
404,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2874
405,Palestine,3,very bad,somewhat better,oppose,West Bank,2875
406,Palestine,3,bad,somewhat worse,oppose,West Bank,2876
407,Palestine,3,very bad,somewhat worse,oppose,West Bank,2877
408,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2878
409,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2879
410,Palestine,3,bad,much worse,oppose,West Bank,2880
411,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2881
412,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2882
413,Palestine,3,bad,much worse,oppose,West Bank,2883
414,Palestine,3,bad,somewhat worse,oppose,West Bank,2884
415,Palestine,3,good,somewhat worse,oppose,West Bank,2885
416,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2886
417,Palestine,3,bad,almost the same as the current situation,accept,West Bank,2887
418,Palestine,3,good,somewhat better,oppose,West Bank,2888
419,Palestine,3,very bad,much worse,accept,West Bank,2889
420,Palestine,3,bad,almost the same as the current situation,accept,West Bank,2890
421,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2891
422,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2892
423,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2893
424,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2894
425,Palestine,3,very bad,somewhat better,oppose,West Bank,2895
426,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2896
427,Palestine,3,very bad,much worse,oppose,West Bank,2897
428,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2898
429,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2899
430,Palestine,3,bad,much worse,oppose,West Bank,2900
431,Palestine,3,very bad,somewhat worse,oppose,West Bank,2901
432,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2902
433,Palestine,3,bad,somewhat better,oppose,West Bank,2903
434,Palestine,3,good,almost the same as the current situation,accept,West Bank,2904
435,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2905
436,Palestine,3,bad,somewhat worse,oppose,West Bank,2906
437,Palestine,3,good,somewhat worse,accept,West Bank,2907
438,Palestine,3,good,much worse,oppose,West Bank,2908
439,Palestine,3,bad,somewhat better,oppose,West Bank,2909
440,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2910
441,Palestine,3,good,almost the same as the current situation,accept,West Bank,2911
442,Palestine,3,bad,somewhat better,oppose,West Bank,2912
443,Palestine,3,bad,much better,oppose,West Bank,2913
444,Palestine,3,good,somewhat better,oppose,West Bank,2914
445,Palestine,3,good,NA,oppose,West Bank,2915
446,Palestine,3,bad,somewhat worse,accept,West Bank,2916
447,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2917
448,Palestine,3,good,somewhat better,oppose,West Bank,2918
449,Palestine,3,good,much worse,oppose,West Bank,2919
450,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2920
451,Palestine,3,bad,much better,oppose,West Bank,2921
452,Palestine,3,very bad,much worse,oppose,West Bank,2922
453,Palestine,3,bad,somewhat better,oppose,West Bank,2923
454,Palestine,3,good,almost the same as the current situation,oppose,West Bank,2924
455,Palestine,3,very bad,much worse,oppose,West Bank,2925
456,Palestine,3,very bad,much worse,oppose,West Bank,2926
457,Palestine,3,very bad,somewhat better,oppose,West Bank,2927
458,Palestine,3,very bad,somewhat worse,oppose,West Bank,2928
459,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2929
460,Palestine,3,very bad,almost the same as the current situation,oppose,West Bank,2930
461,Palestine,3,very bad,much worse,oppose,West Bank,2931
462,Palestine,3,bad,somewhat better,oppose,West Bank,2932
463,Palestine,3,very bad,much worse,accept,West Bank,2933
464,Palestine,3,good,NA,accept,West Bank,2934
465,Palestine,3,very bad,much worse,oppose,West Bank,2935
466,Palestine,3,good,much worse,oppose,West Bank,2936
467,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2937
468,Palestine,3,bad,much worse,oppose,West Bank,2938
469,Palestine,3,bad,NA,oppose,West Bank,2939
470,Palestine,3,bad,almost the same as the current situation,NA,West Bank,2940
471,Palestine,3,good,somewhat worse,oppose,West Bank,2941
472,Palestine,3,very bad,somewhat worse,accept,West Bank,2942
473,Palestine,3,very bad,much worse,NA,West Bank,2943
474,Palestine,3,bad,somewhat better,oppose,West Bank,2944
475,Palestine,3,bad,almost the same as the current situation,accept,West Bank,2945
476,Palestine,3,good,somewhat better,oppose,West Bank,2946
477,Palestine,3,bad,much worse,oppose,West Bank,2947
478,Palestine,3,very good,somewhat better,oppose,West Bank,2948
479,Palestine,3,very bad,somewhat worse,oppose,West Bank,2949
480,Palestine,3,good,almost the same as the current situation,accept,West Bank,2950
481,Palestine,3,bad,somewhat better,oppose,West Bank,2951
482,Palestine,3,very bad,much better,oppose,West Bank,2952
483,Palestine,3,good,much better,accept,West Bank,2953
484,Palestine,3,bad,almost the same as the current situation,oppose,West Bank,2954
485,Palestine,3,good,much worse,oppose,West Bank,2955
486,Palestine,3,bad,much worse,oppose,West Bank,2956
487,Palestine,3,good,somewhat worse,oppose,West Bank,2957
